season_key,grade_key,name,tier,division,team_count,age_band,playhq_id
amnd-winter-2023,amnd-winter-2023-b4,B4,5,4,8,Senior,bc569e7d
amnd-winter-2023,amnd-winter-2023-b5,B5,5,5,7,Senior,fa78784b
amnd-winter-2023,amnd-winter-2023-c1,C1,7,1,6,Senior,326265d5
amnd-winter-2023,amnd-winter-2023-c2,C2,7,2,6,Senior,994b22eb
amnd-winter-2023,amnd-winter-2023-c3,C3,7,3,6,Senior,4a34b9fe
amnd-winter-2023,amnd-winter-2023-c4,C4,7,4,6,Senior,4db85cf4
amnd-winter-2023,amnd-winter-2023-c6,C6,7,6,7,Senior,395f700a
amnd-winter-2023,amnd-winter-2023-inter-1,INTER 1,6,1,6,Intermediate,4dd8d273
amnd-winter-2023,amnd-winter-2023-inter-2,INTER 2,6,2,6,Intermediate,62a0fb27
amnd-winter-2023,amnd-winter-2023-inter-3,INTER 3,6,3,8,Intermediate,00c42ee4
amnd-winter-2023,amnd-winter-2023-inter-4,INTER 4,6,4,8,Intermediate,164f32ca
amnd-winter-2023,amnd-winter-2023-inter-5,INTER 5,6,5,8,Intermediate,031e2896
amnd-winter-2023,amnd-winter-2023-inter-6,INTER 6,6,6,7,Intermediate,96be44bc
amnd-winter-2023,amnd-winter-2023-junior-1,Junior 1,8,1,8,Junior,2b0f8026
amnd-winter-2023,amnd-winter-2023-junior-2,Junior 2,8,2,6,Junior,3af1b18c
amnd-winter-2023,amnd-winter-2023-junior-3,Junior 3,8,3,8,Junior,a36565f8
amnd-winter-2023,amnd-winter-2023-junior-4,Junior 4,8,4,8,Junior,d4fcea54
amnd-winter-2023,amnd-winter-2023-junior-5,Junior 5,8,5,8,Junior,5ed0e06e
amnd-winter-2023,amnd-winter-2023-junior-6,Junior 6,8,6,7,Junior,00888ecc
amnd-winter-2023,amnd-winter-2023-junior-7,Junior 7,8,7,6,Junior,b0039c1e
amnd-winter-2023,amnd-winter-2023-junior-8,Junior 8,8,8,6,Junior,d6c3734c
amnd-winter-2023,amnd-winter-2023-primary-1,Primary 1,10,1,6,Junior,4c262ebb
amnd-winter-2023,amnd-winter-2023-primary-2,Primary 2,10,2,8,Junior,a4ae8924
amnd-winter-2023,amnd-winter-2023-primary-3,Primary 3,10,3,8,Junior,ee815475
amnd-winter-2023,amnd-winter-2023-primary-4,Primary 4,10,4,7,Junior,5fda8aaf
amnd-winter-2023,amnd-winter-2023-primary-5,Primary 5,10,5,8,Junior,e9275672
amnd-winter-2023,amnd-winter-2023-primary-6,Primary 6,10,6,6,Junior,4ffd63e4
amnd-winter-2023,amnd-winter-2023-primary-7,Primary 7,10,7,6,Junior,1a4d0c3b
amnd-winter-2023,amnd-winter-2023-sub-junior-1,Sub Junior 1,9,1,8,Junior,06b48275
amnd-winter-2023,amnd-winter-2023-sub-junior-2,Sub Junior 2,9,2,8,Junior,ff8cb155
amnd-winter-2023,amnd-winter-2023-sub-junior-3,Sub Junior 3,9,3,8,Junior,563ba158
amnd-winter-2023,amnd-winter-2023-sub-junior-4,Sub Junior 4,9,4,8,Junior,572e0b44
amnd-winter-2023,amnd-winter-2023-sub-junior-5,Sub Junior 5,9,5,8,Junior,4dcf5414
amnd-winter-2023,amnd-winter-2023-sub-junior-6,Sub Junior 6,9,6,8,Junior,c71f4369
amnd-winter-2023,amnd-winter-2023-sub-junior-7,Sub Junior 7,9,7,8,Junior,68278e2c
amnd-winter-2023,amnd-winter-2023-sub-junior-8,Sub Junior 8,9,8,8,Junior,3ddf6077
amnd-winter-2024,amnd-winter-2024-a-grade,A GRADE,4,,10,Senior,28da225f
amnd-winter-2024,amnd-winter-2024-amnd,AMND,3,,10,Senior,59f1e469
amnd-winter-2024,amnd-winter-2024-b1,B1,5,1,8,Senior,09e42f7f
amnd-winter-2024,amnd-winter-2024-b2,B2,5,2,8,Senior,1427acbb
amnd-winter-2024,amnd-winter-2024-b3,B3,5,3,8,Senior,b4725197
amnd-winter-2024,amnd-winter-2024-b4,B4,5,4,6,Senior,13f007f8
amnd-winter-2024,amnd-winter-2024-b5,B5,5,5,6,Senior,c07dfcfd
amnd-winter-2024,amnd-winter-2024-c1,C1,7,1,10,Senior,4cf5e78c
amnd-winter-2024,amnd-winter-2024-c2,C2,7,2,6,Senior,4e20a548
amnd-winter-2024,amnd-winter-2024-c6,C6,7,6,8,Senior,773ab5e3
amnd-winter-2024,amnd-winter-2024-inter-1,INTER 1,6,1,6,Intermediate,715fb515
amnd-winter-2024,amnd-winter-2024-inter-2,INTER 2,6,2,8,Intermediate,db5226f4
amnd-winter-2024,amnd-winter-2024-inter-3,INTER 3,6,3,7,Intermediate,e40b66f1
amnd-winter-2024,amnd-winter-2024-inter-4,INTER 4,6,4,8,Intermediate,49d19955
amnd-winter-2024,amnd-winter-2024-inter-5,INTER 5,6,5,7,Intermediate,9150bacb
amnd-winter-2024,amnd-winter-2024-inter-6,INTER 6,6,6,8,Intermediate,da1afff0
amnd-winter-2024,amnd-winter-2024-junior-1,Junior 1,8,1,8,Junior,72dcc90c
amnd-winter-2024,amnd-winter-2024-junior-2,Junior 2,8,2,6,Junior,ee9c51c1
amnd-winter-2024,amnd-winter-2024-junior-3,Junior 3,8,3,8,Junior,9deebfe4
amnd-winter-2024,amnd-winter-2024-junior-4,Junior 4,8,4,7,Junior,083f9af6
amnd-winter-2024,amnd-winter-2024-junior-5,Junior 5,8,5,8,Junior,27f7efa9
amnd-winter-2024,amnd-winter-2024-junior-6,Junior 6,8,6,8,Junior,f020df22
amnd-winter-2024,amnd-winter-2024-junior-7,Junior 7,8,7,8,Junior,292633a1
amnd-winter-2024,amnd-winter-2024-junior-8,Junior 8,8,8,8,Junior,3723a749
amnd-winter-2024,amnd-winter-2024-primary-1,Primary 1,10,1,6,Junior,ad76c6fc
amnd-winter-2024,amnd-winter-2024-primary-2,Primary 2,10,2,8,Junior,8b274ddd
amnd-winter-2024,amnd-winter-2024-primary-3,Primary 3,10,3,8,Junior,4e16171e
amnd-winter-2024,amnd-winter-2024-primary-4,Primary 4,10,4,6,Junior,bc85a5cf
amnd-winter-2024,amnd-winter-2024-primary-5a,Primary 5A,10,5,6,Junior,c4a71f64
amnd-winter-2024,amnd-winter-2024-primary-5b,Primary 5B,10,5,6,Junior,b9332922
amnd-winter-2024,amnd-winter-2024-primary-6,Primary 6,10,6,8,Junior,c2c810a4
amnd-winter-2024,amnd-winter-2024-primary-7,Primary 7,10,7,8,Junior,949bd03d
amnd-winter-2024,amnd-winter-2024-sub-junior-1,Sub Junior 1,9,1,8,Junior,754a642e
amnd-winter-2024,amnd-winter-2024-sub-junior-2,Sub Junior 2,9,2,8,Junior,b4cc1153
amnd-winter-2024,amnd-winter-2024-sub-junior-3,Sub Junior 3,9,3,6,Junior,ef4bc963
amnd-winter-2024,amnd-winter-2024-sub-junior-4,Sub Junior 4,9,4,8,Junior,2ecce8db
amnd-winter-2024,amnd-winter-2024-sub-junior-5,Sub Junior 5,9,5,8,Junior,5b71de13
amnd-winter-2024,amnd-winter-2024-sub-junior-6a,Sub Junior 6A,9,6,8,Junior,fe41cc9f
amnd-winter-2024,amnd-winter-2024-sub-junior-6b,Sub Junior 6B,9,6,6,Junior,f7107b76
amnd-winter-2024,amnd-winter-2024-sub-junior-7,Sub Junior 7,9,7,6,Junior,1c190f36
amnd-winter-2024,amnd-winter-2024-sub-junior-8,Sub Junior 8,9,8,8,Junior,e1ae83a1
amnd-winter-2025,amnd-winter-2025-a-grade,A GRADE,4,,10,Senior,5da89c5f
amnd-winter-2025,amnd-winter-2025-amnd,AMND,3,,10,Senior,d995e07a
amnd-winter-2025,amnd-winter-2025-b1,B1,5,1,8,Senior,bf62bba0
amnd-winter-2025,amnd-winter-2025-b2,B2,5,2,8,Senior,ce1c83e2
amnd-winter-2025,amnd-winter-2025-b3,B3,5,3,8,Senior,379685c4
amnd-winter-2025,amnd-winter-2025-b4,B4,5,4,8,Senior,f33edab5
amnd-winter-2025,amnd-winter-2025-b5,B5,5,5,8,Senior,280eec45
amnd-winter-2025,amnd-winter-2025-c1,C1,7,1,10,Senior,342dcf4e
amnd-winter-2025,amnd-winter-2025-c2,C2,7,2,10,Senior,667de82a
amnd-winter-2025,amnd-winter-2025-c6,C6,7,6,8,Senior,29ceb297
amnd-winter-2025,amnd-winter-2025-inter-1,INTER 1,6,1,8,Intermediate,100e118c
amnd-winter-2025,amnd-winter-2025-inter-2,INTER 2,6,2,6,Intermediate,0bbfa081
amnd-winter-2025,amnd-winter-2025-inter-3,INTER 3,6,3,6,Intermediate,a5f3df82
amnd-winter-2025,amnd-winter-2025-inter-4,INTER 4,6,4,6,Intermediate,8f2cd6cd
amnd-winter-2025,amnd-winter-2025-inter-5,INTER 5,6,5,8,Intermediate,330adf89
amnd-winter-2025,amnd-winter-2025-inter-6,INTER 6,6,6,8,Intermediate,eba6650e
amnd-winter-2025,amnd-winter-2025-junior-1,Junior 1,8,1,6,Junior,f69cb3d5
amnd-winter-2025,amnd-winter-2025-junior-2,Junior 2,8,2,8,Junior,802274db
amnd-winter-2025,amnd-winter-2025-junior-3,Junior 3,8,3,6,Junior,cb6ede1e
amnd-winter-2025,amnd-winter-2025-junior-4a,Junior 4A,8,4,6,Junior,22dca637
amnd-winter-2025,amnd-winter-2025-junior-4b,Junior 4B,8,4,6,Junior,3c0d0dda
amnd-winter-2025,amnd-winter-2025-junior-5,Junior 5,8,5,8,Junior,51743444
amnd-winter-2025,amnd-winter-2025-junior-6,Junior 6,8,6,8,Junior,1ef42fd8
amnd-winter-2025,amnd-winter-2025-junior-7,Junior 7,8,7,8,Junior,c126f1cd
amnd-winter-2025,amnd-winter-2025-junior-8,Junior 8,8,8,8,Junior,472abcb4
amnd-winter-2025,amnd-winter-2025-primary-1,Primary 1,10,1,6,Junior,42718267
amnd-winter-2025,amnd-winter-2025-primary-2,Primary 2,10,2,6,Junior,b88342ca
amnd-winter-2025,amnd-winter-2025-primary-3,Primary 3,10,3,6,Junior,af09b0cc
amnd-winter-2025,amnd-winter-2025-primary-4,Primary 4,10,4,8,Junior,3f0d7d1f
amnd-winter-2025,amnd-winter-2025-primary-5a,Primary 5A,10,5,6,Junior,bb6c1df7
amnd-winter-2025,amnd-winter-2025-primary-5b,Primary 5B,10,5,8,Junior,2fae3b40
amnd-winter-2025,amnd-winter-2025-primary-6,Primary 6,10,6,8,Junior,c62da320
amnd-winter-2025,amnd-winter-2025-primary-7,Primary 7,10,7,8,Junior,72601c0d
amnd-winter-2025,amnd-winter-2025-sub-junior-1,Sub Junior 1,9,1,6,Junior,dae6b295
amnd-winter-2025,amnd-winter-2025-sub-junior-2,Sub Junior 2,9,2,8,Junior,b8310471
amnd-winter-2025,amnd-winter-2025-sub-junior-3,Sub Junior 3,9,3,8,Junior,bb30a617
amnd-winter-2025,amnd-winter-2025-sub-junior-4,Sub Junior 4,9,4,6,Junior,1eb8c9a7
amnd-winter-2025,amnd-winter-2025-sub-junior-5,Sub Junior 5,9,5,8,Junior,04e5a197
amnd-winter-2025,amnd-winter-2025-sub-junior-6a,Sub Junior 6A,9,6,8,Junior,0854405d
amnd-winter-2025,amnd-winter-2025-sub-junior-6b,Sub Junior 6B,9,6,8,Junior,094de30e
amnd-winter-2025,amnd-winter-2025-sub-junior-7,Sub Junior 7,9,7,8,Junior,79a1ef2a
amnd-winter-2025,amnd-winter-2025-sub-junior-8,Sub Junior 8,9,8,7,Junior,2d205f0f
amnd-winter-2026,amnd-winter-2026-a-grade,A GRADE,4,,10,Senior,98973113
amnd-winter-2026,amnd-winter-2026-amnd,AMND,3,,10,Senior,4aebe074
amnd-winter-2026,amnd-winter-2026-b1,B1,5,1,8,Senior,188d4111
amnd-winter-2026,amnd-winter-2026-b2,B2,5,2,6,Senior,89c2b397
amnd-winter-2026,amnd-winter-2026-b3,B3,5,3,9,Senior,93e9b740
amnd-winter-2026,amnd-winter-2026-b4-a,B4 A,5,4,6,Senior,ddad738e
amnd-winter-2026,amnd-winter-2026-b4-b,B4 B,5,4,6,Senior,29f8cfc9
amnd-winter-2026,amnd-winter-2026-b5,B5,5,5,10,Senior,8b8409bf
amnd-winter-2026,amnd-winter-2026-c1,C1,7,1,10,Senior,afacd247
amnd-winter-2026,amnd-winter-2026-c2,C2,7,2,8,Senior,f6988d74
amnd-winter-2026,amnd-winter-2026-c6,C6,7,6,8,Senior,3fcbe89b
amnd-winter-2026,amnd-winter-2026-inter-1,INTER 1,6,1,8,Intermediate,96d8d897
amnd-winter-2026,amnd-winter-2026-inter-2,INTER 2,6,2,6,Intermediate,c1cbc35a
amnd-winter-2026,amnd-winter-2026-inter-3,INTER 3,6,3,8,Intermediate,a7bfd916
amnd-winter-2026,amnd-winter-2026-inter-4,INTER 4,6,4,8,Intermediate,4bcb3bf9
amnd-winter-2026,amnd-winter-2026-inter-5,INTER 5,6,5,7,Intermediate,c12bcbad
amnd-winter-2026,amnd-winter-2026-inter-6,INTER 6,6,6,8,Intermediate,e02269f2
amnd-winter-2026,amnd-winter-2026-junior-1,Junior 1,8,1,6,Junior,ee934bf9
amnd-winter-2026,amnd-winter-2026-junior-2,Junior 2,8,2,8,Junior,12a3a3e8
amnd-winter-2026,amnd-winter-2026-junior-3,Junior 3,8,3,6,Junior,60130056
amnd-winter-2026,amnd-winter-2026-junior-4a,Junior 4A,8,4,7,Junior,8d47aaa7
amnd-winter-2026,amnd-winter-2026-junior-4b,Junior 4B,8,4,6,Junior,626bc4f2
amnd-winter-2026,amnd-winter-2026-junior-5,Junior 5,8,5,8,Junior,0d690211
amnd-winter-2026,amnd-winter-2026-junior-6,Junior 6,8,6,10,Junior,6abdfe01
amnd-winter-2026,amnd-winter-2026-junior-7,Junior 7,8,7,7,Junior,76b592ca
amnd-winter-2026,amnd-winter-2026-junior-8,Junior 8,8,8,8,Junior,36068bdd
amnd-winter-2026,amnd-winter-2026-primary-1,Primary 1,10,1,4,Junior,25834205
amnd-winter-2026,amnd-winter-2026-primary-2,Primary 2,10,2,6,Junior,795543cc
amnd-winter-2026,amnd-winter-2026-primary-3,Primary 3,10,3,7,Junior,9f135ff2
amnd-winter-2026,amnd-winter-2026-primary-4-a,Primary 4 A,10,4,6,Junior,ebe67782
amnd-winter-2026,amnd-winter-2026-primary-4-b,Primary 4 B,10,4,6,Junior,50bfc92a
amnd-winter-2026,amnd-winter-2026-primary-5,Primary 5,10,5,6,Junior,669d783d
amnd-winter-2026,amnd-winter-2026-primary-6,Primary 6,10,6,8,Junior,75db9d81
amnd-winter-2026,amnd-winter-2026-primary-7a,Primary 7A,10,7,8,Junior,22fc8c79
amnd-winter-2026,amnd-winter-2026-primary-7b,Primary 7B,10,7,6,Junior,b559cf9c
amnd-winter-2026,amnd-winter-2026-sub-junior-1,Sub Junior 1,9,1,6,Junior,cfd87a01
amnd-winter-2026,amnd-winter-2026-sub-junior-2,Sub Junior 2,9,2,8,Junior,933da01b
amnd-winter-2026,amnd-winter-2026-sub-junior-3,Sub Junior 3,9,3,8,Junior,91f7e77a
amnd-winter-2026,amnd-winter-2026-sub-junior-4,Sub Junior 4,9,4,7,Junior,9077c239
amnd-winter-2026,amnd-winter-2026-sub-junior-5a,Sub Junior 5A,9,5,8,Junior,74d8cb02
amnd-winter-2026,amnd-winter-2026-sub-junior-5b,Sub Junior 5B,9,5,6,Junior,f5190811
amnd-winter-2026,amnd-winter-2026-sub-junior-6,Sub Junior 6,9,6,9,Junior,b12ebb9e
amnd-winter-2026,amnd-winter-2026-sub-junior-7,Sub Junior 7,9,7,7,Junior,4b418bec
amnd-winter-2026,amnd-winter-2026-sub-junior-8,Sub Junior 8,9,8,6,Junior,9da0e371
premier_league_reserves-annual-2023,premier_league_reserves-annual-2023-reserves-division,Reserves Division,2,,8,Senior,a63edcfa
premier_league_reserves-annual-2024,premier_league_reserves-annual-2024-reserves-division,Reserves Division,2,,8,Senior,9bc4481a
premier_league_reserves-annual-2025,premier_league_reserves-annual-2025-reserves-division,Reserves Division,2,,8,Senior,6073b8c7
premier_league_reserves-annual-2026,premier_league_reserves-annual-2026-reserves-division,Reserves Division,2,,9,Senior,ae6df43a
premier_league-annual-2023,premier_league-annual-2023-premier-division,Premier Division,1,,8,Senior,3c7d2b13
premier_league-annual-2024,premier_league-annual-2024-premier-division,Premier Division,1,,8,Senior,6ab303e4
premier_league-annual-2025,premier_league-annual-2025-premier-division,Premier Division,1,,8,Senior,9a8085ed
premier_league-annual-2026,premier_league-annual-2026-premier-division,Premier Division,1,,8,Senior,a95c2301
